TWEET
RT @UWCforYouth: The Wire’s investigations showed that Max was awarded the contract by the Kumbh Mela administration to conduct COVID-19 te…
"RT @UWCforYouth: Fake Covid Tests at Kumbh

#KumbhMela
https://t.co/qW0YnNma4S"
"When the second wave hit India, many in the Western media said how stupid that you allowed #kumbhmela. Now when I see so many packed stadiums in #EURO2020 and then hear about the next wave coming in Europe, I'm thinking the same."
"RT @LiveLawIndia: There is a clear correlation between the holding of #KumbhMela in April, 2021, and the consequent deaths that occurred in…"
"RT @MumtazSharif7: #KumbhMela
And this will be the same godi media which would be saying....shuru to tablighi jamaat se hi Hua tha ....#COV…"
RT @LiveLawIndia: The Court observed that it was well-aware that the cancellation of the Yatra might cause financial difficulties for the r…
"For all the #Sanghi scum who kept saying why targetting #KumbhMela and @narendramodi
fail at #Covid management.
 https://t.co/9GlxuCWQTK"
"RT @devendrayadvinc: The truth of the #KumbhMela #COVID19 testing scam.

The @BJP4UK government which boasts of 'Zero tolerance to corrupti…"
RT @LiveLawIndia: The Bench of Chief Justice Raghvendra Singh Chauhan and Justice Alok Kumar Verma asked the Government to review its decis…
"RT @LiveLawIndia: ""Perhaps the Char Dham Yatra needs to be postponed or cancelled, as already the Amarnath Yatra has been cancelled by the…"
"There is a clear correlation between the holding of #KumbhMela in April, 2021, and the consequent deaths that occurred in Uttarakhand in May, 2021, Says #UttarakhandHighCourt https://t.co/Q9V3Pvf84M"
"The Court observed that it was well-aware that the cancellation of the Yatra might cause financial difficulties for the residents of the Char Dham, however, added:

""It is more important to save the lives of the people.""

#UttarakhandHighCourt
#CharDhamYatra
#KumbhMela"
"""Perhaps the Char Dham Yatra needs to be postponed or cancelled, as already the Amarnath Yatra has been cancelled by the Jammu &amp; Kashmir administration"": #UttarakhandHighCourt

#CharDhamYatra
#KumbhMela"
"The Bench of Chief Justice Raghvendra Singh Chauhan and Justice Alok Kumar Verma asked the Government to review its decision to commence the Char Dham Yatra on July 1, 2021.

#UttarakhandHighCourt
#CharDhamYatra
#KumbhMela"
"Fake Covid Tests at Kumbh

#KumbhMela
https://t.co/qW0YnNma4S"
"The Wire’s investigations showed that Max was awarded the contract by the Kumbh Mela administration to conduct COVID-19 testing during the month-long festival, despite the Haridwar collectorate rejecting its application after finding the firm ineligible for such work.

#KumbhMela https://t.co/6ZLT2TDzt6"
"This, after blessing the #COVID19 #SuperSpreader #KumbhMela in Uttarakhand! https://t.co/aQWDN1kr0k"
RT @maheshtapase: The links of @BJP4India with the company accused of conducting nearly 1 lakh fake #COVID19 tests in the recent #kumbhmela…
Now why should the firm and the authorities concerned not be tried for manslaughter??!! #COVID19 #pandemic #KumbhMela #scam #coronavirus #Kumbh #corruption #BJP #Uttarakhand https://t.co/93acEDThic
"The bjp govt in the state was confident that #KumbhMela was safe as daily thousands of #covid19 tests were happening. But now the very same tests are under the scanner. And the CMs ( past and present) just passing the buck. 

https://t.co/vCCPageVS2"
"The truth of the #KumbhMela #COVID19 testing scam.

The @BJP4UK government which boasts of 'Zero tolerance to corruption', did not even spare the sensitive situation like a #pandemic for a scam, in the process playing with people's faith &amp; lives.

'Opportunity in Crisis' indeed! https://t.co/rs5YxwUPvn"
"Tags: #betweengodsanddemons #betweengodsanddemons2021 #hollywoodinternationalindependentdocumentaryawards #films #documentary #filmmaking #kumbhmela #documentaryfilmmaking #filmmakers #shortfilms #docudrama #japanese 
 #filmfestival #filmmaker #shortfilmfestival #indiefilm #films"
@Immortal_Bharat @Profdilipmandal #kumbhmela Read How It Became Super Spreader and How Your Mom's Boyfriend 's Mega Rally in West Bengal caused to Spread
"The links of @BJP4India with the company accused of conducting nearly 1 lakh fake #COVID19 tests in the recent #kumbhmela is itself deplorable. It’s time for the BJP to be responsible and put a halt on such illicit acts.

@NCPspeaks https://t.co/4X6BkfEIuE"
These pathetic excuses for human beings elect hindu extremists to power &amp; expect the world to sympathize with their #IndianVariant Covid disaster brought upon by unregulated #KumbhMela. #DeltaVariant https://t.co/GTjyOIYI3C
"in Sight of #ArnabGoswami 
Which party spread it? #coronavirus in india #kumbhmela 😄😁👇👇👇 https://t.co/PCVBrjxDa9"
RT @angshuman_ch: INSACOG had also warned of new mutant variants and an avalanche in cases many weeks before the #SecondWave. Even recommen…
"INSACOG had also warned of new mutant variants and an avalanche in cases many weeks before the #SecondWave. Even recommended lockdowns. But, neither the Health Ministry nor the PMO took any action. In fact, went ahead with #KumbhMela. So much for maintaining ""constant vigil"". https://t.co/lrNkz15oGI"
"RT @boomlive_in: The SIT set up by the state has sent notice to 3 labs - Max Corporate Service New Delhi, Nalwa Laboratories Pvt Ltd of Har…"
"Did you know that #Geofencing is being used all over the world for business, civil, administrative, criminal, and national security purposes? 

Recently, #MaharastraPolice used it to track #QuarantinedPeople. 

#Businesses used it to reach customers during #KumbhMela."
"The SIT set up by the state has sent notice to 3 labs - Max Corporate Service New Delhi, Nalwa Laboratories Pvt Ltd of Haryana, &amp; Dr Lalchandani Lab, for questioning. The labs have been given 4 days to provide their statements before the SIT. #KumbhMela

https://t.co/7sCMpBkfRp"
"RT @tntjho: What to expect from Bhakt ruled state?

""Fake covid tests"" exhibit the @BJP4UK 's ill-governance and desire to cover up #KumbhM…"
"RT @SanjoyRoyTWA: #Uttarakhand govt has been irresponsible. Following the #KumbhMela disaster, they allowed large gatherings at #HarKiPauri…"
"#Uttarakhand govt has been irresponsible. Following the #KumbhMela disaster, they allowed large gatherings at #HarKiPauri last week with no #Covid_19 protocol &amp; against court orders. Hope the Courts will take them to task in their ruling today. How cld they put us at risk again?"
So we now have research evidence that #KumbhMela influences election outcomes. https://t.co/JPYIUVrGCM
"RT @DnowMedia: Kumbh Covid Test Scam II Dnow

https://t.co/2q2EGIFxKr

#KumbhMela
#TestScam
#Pm_Modi
#CovidTest
#Dnow https://t.co/pmvG0jpB…"
"After investigations, it is revealed that Max corporate agency and many private labs including Lalchandani Lab and Nalwa Lab issued #fake #COVID test reports in the name of random people on the basis of their identity cards and phone numbers. #KumbhMela"
4 lakh #COVID-19 test results had been issued during the #KumbhMela in Haridwar may have been fake. A private agency is accused of having forged about 1 lakh #COVID-19 test results during the #KumbhMela.
"Kumbh Covid Test Scam II Dnow

https://t.co/2q2EGIFxKr

#KumbhMela
#TestScam
#Pm_Modi
#CovidTest
#Dnow https://t.co/pmvG0jpBFV"
"@BJP4India @sambitswaraj Shame on u @sambitswaraj 
By the way #kumbhmela kaunsi state mein hua tha. And Where the covid dead bodies were buried? And who is responsible for duch large no of Covid-19 deaths due to shortage of oxygen?
Please stop showing such low qualities of u."
"RT @boomlive_in: Soon after the issue surfaced in the media, Uttarakhand CM Tirath Singh Rawat said that the 'scam' preceded his term as CM…"
"Soon after the issue surfaced in the media, Uttarakhand CM Tirath Singh Rawat said that the 'scam' preceded his term as CM. #BOOMExplains #KumbhMela #COVID19 #Covid19India

https://t.co/PmG8dffEvk"
"RT @ShakifPFI: During COVID 2nd wave 
1.He was busy in Bengal election
2.organising #KumbhMela
3.Execution of #CentralVistaProject 
4.Actin…"
"Good but I want to say that, why not other communities canceled their religious meet and gathering. Why only Hindus suffer. Why only hindu community is questioned and tortured. #kumbhmela #Need_Hindu_Rashtra #RubbishKumar #RavishKumar #bandhruvrathee #Hindu #hinduunity #Equality https://t.co/D0iy5cBx08"
"@VineetTNIE Dr Lalchandani Labs Limited has approached the Uttarakhand HC challenging the legality of the FIR filed against it over the #Kumbhmela fake testing matter.
https://t.co/eDh6UDlU9M"
RT @slmehra: #AmarnathYatra2021  Matter of satisfaction that #JammuAndKashmir Administration has cancelled the Yatra as against the madness…
"RT @SidShirole: Will the Anti-Modi, Anti-BJP lobby that made such hue and cry about the #KumbhMela and #Elections speak up against this dep…"
#AmarnathYatra2021  Matter of satisfaction that #JammuAndKashmir Administration has cancelled the Yatra as against the madness shown by UK Govt for organising #KumbhMela during peak of #COVID19
@spaaklingsaii @KTRTRS @drharshvardhan @BJP4India @kishanreddybjp @bandisanjay_bjp @Arvindharmapuri @TigerRajaSingh @RaghunandanraoM @Tejasvi_Surya @MoHFW_INDIA @nsitharaman @ICMRDELHI #kumbhmela followed guidelines of #covid19 appropriate behaviour #uttarakhand of @MoHFW_INDIA @ICMRDELHI and monitored by #uttarakhand high court without #COVID19 negative cannot enter #uttarkhand again u will be tested before u take dip all states quarantined after returned
RT @bsindia: A new inquiry report has revealed that fake negative Covid-19 reports were issued in large numbers at the #KumbhMela in order…
RT @sajithkumar: #KumbhMela #COVID19India cartoon @DeccanHerald https://t.co/5n4wfhCS5t
"RT @sdcfoundationuk: Since the start of #KumbhMela we have been highlighting the testing data anomalies. Yet, authorities were not proactiv…"
@ndtv It’s said ppl get Wht they deserve-goes fr the government too -when scores of deaths n infections due to #KumbhMela doesn’t deter or make ppl realise n they still gather fr some other dips -then they deserve the #BJP  it’s failures n lies
"RT @sanatanprabhat: #Dharmashiksha on #Kumbh2021 

During #Kumbhmela, millions of devotees from across India &amp; overseas congregate to perfo…"
"Since the start of #KumbhMela we have been highlighting the testing data anomalies. Yet, authorities were not proactive in taking any action. Hoping for a non-partisan and fair investigation. https://t.co/QmUUbSwAz7"
"I've instructed #Haridwar SSP that the SIT should investigate in depth the 5-6 serious points that have come up in the RTPCR testing scam. SIT is investigating labs' 'agreement expiration', along with other issues. Guilty won't be spared: Ashok Kumar, DGP Uttarakhand
#KumbhMela https://t.co/nU8N8oRMAy"
"The recent probe into COVID tests done at Kumbh Mela between 1 and 30 April has unearthed what is being believed as the largest COVID test scam of our country. 

#kumbhmela #kumbhmela2021 #uttarakhand #covidtests #fakecovid19 #kumbhmela2019 #covidnews #covidscam #covodtesting https://t.co/GiCeLmaJeu"
"RT @IndiaToday: According to sources in the health department, more than one lakh ‘fake’ Covid-19 test results were issued by private labs…"
"#Uttarakhand: SIT probing the fake #COVID testings during Haridwar #KumbhMela issues notices to firms named in the case - Max Corporate Services of Delhi, Nalwa Laboratories Pvt Ltd of Haryana and Dr Lalchandani Labs - for questioning. SIT has given them four days to appear"
"RT @bsindia: In the backdrop of allegations over irregularities in Covid-19 testing in #Uttrakhand during the recently-concluded #Kumbh, th…"
"In the backdrop of allegations over irregularities in Covid-19 testing in #Uttrakhand during the recently-concluded #Kumbh, the Special Investigation Team on Monday issued notices to three firms

#KumbhMela #CoronavirusTests #CoronavirusPandemic 
https://t.co/yDzPSv1Lbx"
"Uttarakhand SIT notice to three firms in alleged COVID testing scam in Kumbh

READ: https://t.co/bfMx2W9duC 

#Uttarakhand #KumbhMela #Vaccination #coronavirus https://t.co/EUNMAIqyg6"
"In India, at least 100,000 #COVID19 tests conducted during the #kumbhmela in April have reportedly turned out to be ""fake"".

-@sadique_pardesi 
#India #coronavirus"
"KUMBH FAKE TEST SCAM

Special investigation team probing the case issues notice to 3 labs that conducted #FakeTests 

#KumbhMela #KumbhFakeTest https://t.co/EfGJs6vjYt"
