TWEET
"RT @PragativadiNews: Uttarakhand: SIT probes fake Covid testing during Kumbh
#LatestNews #Uttarakhand #KumbhMela 
https://t.co/oIsOUNBJ5W"
"A new inquiry report has revealed that fake negative Covid-19 reports were issued in large numbers at the #KumbhMela in order to meet the daily requirement of 50,000 tests

Shishir Prashant reports 

#KumbhMela2021 #CoronavirusPandemic #CoronavirusTests 
https://t.co/Ylo06rpRy0"
"A new inquiry report has revealed that fake negative Covid-19 reports were issued in large numbers at the #KumbhMela in order to meet the daily requirement of 50,000 tests

Shishir Prashant reports 

#KumbhMela2021 #CoronavirusPandemic #CoronavirusTests 
https://t.co/IcbsE6MtFb"
"Uttarakhand: SIT probes fake Covid testing during Kumbh
#LatestNews #Uttarakhand #KumbhMela 
https://t.co/oIsOUNBJ5W"
"SIT probing the fake #COVID testings during Haridwar #KumbhMela issues notices to firms named in the case - Max Corporate Services of Delhi, Nalwa Laboratories Pvt Ltd of Haryana and Dr Lalchandani Labs - for questioning. 

The SIT has given them four days to appear. https://t.co/ZpqpnsW3UL"
"#TrivendraRawat was removed as #Uttarakhand CM because he probably was not allowing the #KumbhMela
to happen the way it happened. He says, “I always feared that Kumbh may act as #Covid19 super-spreader and my worst fears have now come true.” 
 https://t.co/8YknwV9Drz"
RT @duraiarunan: @CMOfficeUP  deliberately allowed people to gather in large level to celebrate Ganga festival and making as a hotspot area…
"RT @AmitBagaria12: .
#Hindus hold #kumbhmela in BRAZIL, RUSSIA, UK, INDONESIA which is followed by mega election rallies in these countries…"
"@CMOfficeUP  deliberately allowed people to gather in large level to celebrate Ganga festival and making as a hotspot area.
It's highly dangerous.
#KumbhMela 
#COVID19India"
@SidShirole Did you speak about #kumbhmela and #elections??
"RT @ronaldrajanna: Centre says compensation only for Natural Calamity.
Who then is RESPONSIBLE for this MAN MADE DISASTERS #PMO 
S P R E A…"
"Now we know who was responsible for #COVID19 second wave.

Who was inviting Hindus to attend #KumbhMela in large numbers thru ads in print and TV media? 

Who said #coronavirus won't infect devotees?

#RangaBilla https://t.co/QpNsmNlIW8"
RT @goldymgeorge: The truth about Kumbha Mela comes out now that most of the sadhus and pilgrims carried fake RTPCR test results. What does…
#KumbhMela the real hot spot.. Bihar and UP hiding death data to the core https://t.co/xVPH2JSnkO
"AICC general secretary #DineshGundu Rao , said that the #KumbhMela organised in Uttarakhand amid the 2nd wave, was the “biggest super spreader event in the world”, even as he blamed PM #Narendra Modi for not doing enough to rein in the rapid spread of infections earlier this year https://t.co/8UFoXHZ0hV"
@MrsGandhi Must have made #Corona proof unlike #KumbhMela
"@ANI @smitaprakash It's high time, Sav Seba should stop this #KumbhMela at pune"
"RT @DipakBiswas_: You are an anti-national ! 

We are thus preparing to deal with the #ThirdWaveCovid ! 😜

This is how we organized the #Ku…"
"You are an anti-national ! 

We are thus preparing to deal with the #ThirdWaveCovid ! 😜

This is how we organized the #KumbhMela and tackled the #SecondWaveCovid ! 😜 https://t.co/S0soAlmtXa"
"RT @thenewsminute: Kumbh Mela fake COVID-19 tests: Pvt lab Max Corp challenges FIR in Uttarakhand HC
#KumbhMela #uttarakhandnews 
https://t…"
#KumbhMela has taught us nothing 🤦🏽‍♂️ #GangaDussehra is full on now ??? #India is definitely not with this hashtag #IndiaFightsCOVID19 @narendramodi @MoHFW_INDIA @PMOIndia Feel sorry for the frontline workers who have to deal with the aftermath @IMAIndiaOrg https://t.co/RcTv3wsC8d
"UK's #KumbhMela 

https://t.co/O0UV2i2WTD

No Mask
No Cleanliness 
No Distance

They Know Abt #DeltaVariant 

@vonderleyen @BorisJohnson @SecBlinken @AOC @Ed_Miliband @sajidjavid @NicolaSturgeon @ScottMorrisonMP @jacindaardern @ItalyMFA @HeikoMaas @francediplo_EN @NYCMayor"
"#BREAKING 

Again COW COUNTRY take dip for #GangaDussehra.....after #KumbhMela 

Pic: @ANI 

Black &amp; Yellow #fungus are cheering

@eucopresident @JoeBiden @SecBlinken @AOC @ScottMorrisonMP @MarisePayne @jacindaardern @narendramodi @RahulGandhi @pritipatel @DrTasnimJara @HeikoMaas https://t.co/tbwqlsby36"
"Centre says compensation only for Natural Calamity.
Who then is RESPONSIBLE for this MAN MADE DISASTERS #PMO 
S P R E A D I N G #COVID19 
#WBRallies 
#KumbhMela &amp; Across 🇮🇳
👇😔👇
Can't Give Rs 4 Lakh Compensation To Covid Victims: Centre To Supreme Court

https://t.co/w67GYTh5ji"
RT @Oneindia: Kumbh COVID test scam: Uttarakhand police forms SIT  https://t.co/36S45gUF9o #KumbhMela
".
#Hindus hold #kumbhmela in BRAZIL, RUSSIA, UK, INDONESIA which is followed by mega election rallies in these countries by @narendramodi @AmitShah &amp; other @BJP4India leaders, both becoming #COVID19 super-spreaders!
. https://t.co/7ajnkyH0Bg"
"Will the Anti-Modi, Anti-BJP lobby that made such hue and cry about the #KumbhMela and #Elections speak up against this deplorable behavior of those in power ? 
Will the PR Machinery that bestowed the tittle of 'BEST CM in the World' take notice of this abuse of power by #MVA ? https://t.co/snXrKSqtFQ"
"There will be thousands who support the #kumbhmela and believe me I don't have any problem with any religious gathering unless it's the matter of life and death. 
Faking reports and test is playing with people's emotions. Gov must answer. #Covid_19
https://t.co/ZIP0EKCC1S"
RT @Firangibee: @Nikhilreturns Even if we forget about all that. How valid is #KumbhMela when world is fighting pandemic?? #KumbhCorona htt…
"RT @MuslimMirror: AICC general secretary @dineshgrao , said that the #KumbhMela organised in Uttarakhand amid the 2nd wave, was the “bigges…"
"This is bigger than #kumbhmela  @RGVzoomin 
No social distancing, no masks #EURO2020 https://t.co/hLLbRkEAcW"
"AICC general secretary @dineshgrao , said that the #KumbhMela organised in Uttarakhand amid the 2nd wave, was the “biggest super spreader event in the world”, even as he blamed PM @narendramodi for not doing enough to rein in the rapid spread
https://t.co/0xymnnn6dM"
"'The biggest super spreader event in the world was Kumbha mela', says AICC official

https://t.co/B5b6AVQOAh

#coronavirus #COVID19 #Covid19India #kumbhmela #kumbhmela2021 #SuperSpreader #SuperSpreaderEvent #TrueScoopNews"
"Kumbh Mela 2021 Amid Second COVID-19 Wave, Biggest Super Spreader Event, Says Congress

#Kumbh #kumbhmela #SuperSpreaders #India  #SecondWave #COVID19 
#COVIDVaccination #BJP #Congress 
@RahulGandhi @srinivasiyc @INCIndia @SupriyaShrinate
 @GouravVallabh 

https://t.co/cFZjMrNKMB"
"AICC general secretary @dineshgrao said that the #Kumbhmela organised in Uttarakhand amid the 2nd #Covid wave, was the ""biggest super spreader event in the world"", even as he blamed PM #NarendraModi for not doing enough to rein in the rapid spread of infections earlier this yr. https://t.co/XnRRasGab4"
"All India Congress Committee general secretary #DineshGunduRao, on Saturday, said that the #KumbhMela organized in #Uttarakhand amid the #secondCovidwave was the “#BiggestSuperSpreaderEventintheworld”,

#KumbhMela #Congress  #BiggestSuperSpreaderEven 

https://t.co/X7ohHM3Up5"
"UK's ex-CM says fake #Covid_19 tests during #kumbhmela ""amount to an attempt to murder,"" but allowing the #Kumbh itself is an attempt to murder. 
What about those who were not tested and may be asymptomatic carriers? They contributed to the second wave. 
#coronavirus"
"RT @GoNews_India: #GoHeadlines- Top News of the Hour | #NewsIn90Sec

#CBSE #DeltaVariant #uttarakhand #SoniaGandhi #Corona #Coronavirus #Co…"
"RT @AIPCWestDelhi: What else can you expect from Bhakt ruled state?
.
#kumbhmela #TirathSarkar100DinBekar 
.
@duttabhishek @Ashish_AIPC @Dr…"
"The #UttarakhandPolice has set up a special investigation team to probe allegations that fake Covid tests were conducted during the Haridwar #KumbhMela

#FakeCovidTests #KumbhMela2021 #CoronavirusIndia #CoronavirusTests
https://t.co/YjXX8qCuiu"
@AdvaitaKala @narendramodi @TIRATHSRAWAT You can also focus on corrupt politicians in UK. The scams done in #kumbhmela crores of rupees have been swallowed by officers and politicians and we dont even dare to catch hold the white collars. Ghotala hua hai sirf paise kamane ke naam par.
"Uttarakhand: SIT to Probe Fake COVID-19 Testing During Haridwar Kumbh Mela 2021
https://t.co/taBcUQZTom
#Uttarakhand #FakeCOVID19Testing #kumbhmela #HaridwarKumbhMela2021 #KumbhMela2021 #SIT"
RT @joydeepghosh: Now #uttarakhand will realize what big #blunder #harakiri it did by organising the #KumbhMela if it finds out lakhs of #f…
"What else can you expect from Bhakt ruled state?
.
#kumbhmela #TirathSarkar100DinBekar 
.
@duttabhishek @Ashish_AIPC @DrVishalMassey @AmritaDhawan1 @dubeyamitabh @ShashiTharoor @AnumaVidisha @SalmanSoz 
.
.
https://t.co/Jh8wgRm5H5"
"The matter had come to light after a man complained to the ICMR that he received a message on his mobile phone about his test report coming negative at the #kumbhmela even though he had not given a sample for it

https://t.co/g4kHpIML8o"
Kumbh COVID test scam: Uttarakhand police forms SIT  https://t.co/36S45gUF9o #KumbhMela
SIT to probe fake #Covid testing during #KumbhMela   https://t.co/5nf5CRlBCd
"RT @HemanNamo: They accused #KumbhMela and #BengalElections 

But they forget they are are in markets and on vacation without masks. 

I ho…"
RT @the_hindu: Uttarakhand CM Tirath Singh Rawat has said the fake #COVID19 testing scam during the #Kumbhmela in Haridwar dates back to be…
"RT @DeccanHerald: #DHToons |

Read: https://t.co/D1n3EEW9S6

#KumbhMela #Covid19 #Uttarakhand https://t.co/vYmzWIvEHA"
"They accused #KumbhMela and #BengalElections 

But they forget they are are in markets and on vacation without masks. 

I hope the deaths don’t happen again. 

🙏🙏🙏

Please Please Please 

#Covid hasn’t ended. India #MaskUp and only go out if required."
"#KumbhMela  deeyar (not really) tirath singh rawat , seems Ma Ganga has spit on your face and refused to protect your voters. between you and @TSRawat_BJP and ramdev , you ve truly bombed Uttarakhand."
"#DHToons |

Read: https://t.co/D1n3EEW9S6

#KumbhMela #Covid19 #Uttarakhand https://t.co/vYmzWIvEHA"
And the #KumbhMela was allowed by the #Nehru 🤔 https://t.co/yHIqyOELhr
RT @MirrorNow: #BREAKING | #Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake #COVID testing during #KumbhM…
@PTI_News Minister @drharshvardhan R U really so oblivion of the devastating effects of #KumbhMela ?
"RT @news18dotcom: As per official records, close to four lakh Covid tests were conducted by 22 laboratories hired by the administration dur…"
RT @firstpost: #kumbhmela | #Uttarakhand chief minister Tirath Singh Rawat has said the fake #COVID19 testing scam dates back to before his…
"#kumbhmela | #Uttarakhand chief minister Tirath Singh Rawat has said the fake #COVID19 testing scam dates back to before his term, while his predecessor Trivendra Singh Rawat demanded a judicial probe into it.

https://t.co/bYx0ABP7m7"
RT @ndtv: Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake #COVID19 testing during #KumbhMela in Haridwar…
"@PTI_News And we made sure with utter nuisances at #WestBengal #assemblyelections2021 
As if Delhi Govt wld Fall 
 #KumbhMela  #superspreader 
Was thought to be Winning Pawwrrriii
.nd we celebrated the Defeat as win a bit too early 
#vaccine late latifi n utter politicisation jst nailed it"
"Kumbh Mela fake COVID-19 tests: Pvt lab Max Corp challenges FIR in Uttarakhand HC
#KumbhMela #uttarakhandnews 
https://t.co/b6CjWUCacY"
@Nikhilreturns Even if we forget about all that. How valid is #KumbhMela when world is fighting pandemic?? #KumbhCorona https://t.co/dBAgd5hGlO
#BREAKING | #Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake #COVID testing during #KumbhMela in #Haridwar. https://t.co/qRBVYPm9zc
"RT @AapBaar: Sabse bada mazaak in India right now is the Uttarakhand govt! Esp. the useless &amp; incompetent CM of UK! 😪🙄
First no control on…"
"RT @SandipGhose: RT-PCR testing scam at #KumbhMela is not surprising when people are administered fake vaccines, spurious Remdesivir and Ga…"
RT @joydeepghosh: @TimesNow Now #uttarakhand will realize what big #blunder #harakiri it did by organising the #KumbhMela if it finds out l…
"This crowd in Bangalore in June 2021 is because of #KumbhMela. Mudi is to be blamed. 
Does anyone have guts to prove me wrong.
#KumbhMela #aaptoolkit #congresstoolkit

https://t.co/FIpcOcVWsE https://t.co/41en7tAGg8"
"This crowd in Nagpur in June 2021 is because of #KumbhMela. Mudi is to be blamed. 
Does anyone have guts to prove me wrong.
#KumbhMela #aaptoolkit #congresstoolkit

https://t.co/8uxyOsZR4n"
"Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake COVID testing during Kumbh Mela in Haridwar

#KumbhMela #Haridwar #FakeCOVIDTest #KumbhMela2021 #coronavirus #Corona https://t.co/bJENhFNPmJ"
"The good side of #India is… it is a sacred land where faith and belief can turn the odds in most situations.  Yet pandemic safeguards are well illustrated in Vedic/Jainism/Buddhism  scriptures as guidance. If anyone doesn’t follow, it is simply gross negligence! #KumbhMela https://t.co/2zlVApjKyN"
"What to expect from Bhakt ruled state?

""Fake covid tests"" exhibit the @BJP4UK 's ill-governance and desire to cover up #KumbhMela induced 2nd wave.

@RahulGandhi @INCUttarakhand 
https://t.co/KI46it8WSA

#bjpInduced2ndWave"
"RT-PCR testing scam at #KumbhMela is not surprising when people are administered fake vaccines, spurious Remdesivir and Gas Cylinders instead of Oxygen. But, what's appalling is the lax administration and CMs passing the buck. On @themojostory https://t.co/jozhjNoSm0 #Uttarakhand"
Now #uttarakhand will realize what big #blunder #harakiri it did by organising the #KumbhMela if it finds out lakhs of #fake #covid certificate were issued🙄 https://t.co/t36NnEtI04
@TimesNow Now #uttarakhand will realize what big #blunder #harakiri it did by organising the #KumbhMela if it finds out lakhs of #fake #covid certificate were issued🙄
"@Itzzhet #jantaexposed 
Delhi is struggling because some smart pant thinks its ok to run around the city with a mask below his nose. Blind to social distancing and arrogance. His bunglow didnt spread the virus we all did by #KumbhMela and central govts #elections"
"Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake #COVID19 testing during #KumbhMela in Haridwar

(ANI)"
#Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake #COVID testing during #KumbhMela in #Haridwar #TV9News
"Sabse bada mazaak in India right now is the Uttarakhand govt! Esp. the useless &amp; incompetent CM of UK! 😪🙄
First no control on #KumbhMela 
2nd more than 1 LAKH test were defective during the #KumbhMela 
#TirathSarkar100DinBekar"
#Uttarakhand government constitutes a 7-member SIT to investigate the alleged fake COVID testing during #KumbhMela in #Haridwar
"Uttarakhand CM Tirath Singh Rawat has said the fake #COVID19 testing scam during the #Kumbhmela in Haridwar dates back to before his term, while his predecessor Trivendra Singh Rawat demanded a judicial probe into it. Both remarks came on Thursday.
https://t.co/z5ZbEpMfam"
"Uttarakhand CM Tirath Singh Rawat has said the fake #COVID19 testing scam during the #Kumbhmela in Haridwar dates back to before his term, while his predecessor Trivendra Singh Rawat demanded a judicial probe into it. Both remarks came on Thursday.
https://t.co/1yuWiENWl1"
"This crowd in Delhi in June 2021 is because of #KumbhMela. Mudi is to be blamed. 
Does anyone have guts to prove me wrong.
#KumbhMela #aaptoolkit 

https://t.co/TxWqrlXXjL https://t.co/sOIrp4gRhp"
"RT @MirrorNow: KUMBH COVID TEST SCAM BLAME GAME ERUPTS

While the former CM of #Uttarkhand @tsrawatbjp says that the matter is a serious cr…"
"RT @Abhijai74527667: We are living in a society where people are still silent on these

#Godimedia 
#gaziabad 
#SulabhSrivastava 
#inflatio…"
"Kumbh covid test scam shocked 😲 us , now i'am getting point at that time why positivity rate was only 2.4 % amid of COVID 19 , whereas in other districts the positive rate 14% .
#kumbhcovidtestscam #Covid_19
#KumbhMela these culprits made easy for 2nd wave welcome."
RT @the_hindu: The Health Ministry on Tuesday said an investigation is under way into the allegations that over a lakh fake COVID-19 tests…
"RT @AkshatJ12205226: After endangering millions of lives by approving the Kumbh Mela, the  Govt allowed the forging of 4,00,000 COVID-19 te…"
RT @DearthOfSid: The criminal decision to conduct #KumbhMela in 2021 instead of 2022 against the convention based on directions from astrol…
"Apparently, lots of fake #Covid test report among #KumbhMela participants. No wonder it turned out to be a super spreader event! Hopefully no such events, which are almost impossible to regulate, allowed before achieving herd immunity. https://t.co/32UKUiwLOa"
"When truth comes out, everything is a scam here. Must read !! 
#KumbhMela #scam https://t.co/AnonTn5GeK"
"KUMBH COVID TEST SCAM BLAME GAME ERUPTS

While the former CM of #Uttarkhand @tsrawatbjp says that the matter is a serious crime and has called on for a probe, the current CM @TIRATHSRAWAT is blaming his predecessor for the alleged #KumbhMela #COVID test scam

Listen in! https://t.co/EkxVwPMGM7"
"RT @EconomicTimes: A private agency, which was awarded the contract for Covid testing in key areas of the #KumbhMela in Haridwar, is now un…"
"Confusion persists over fake allegations of fake covid-19 tests during #KumbhMela in Haridwar as police lodged the first FIR in the case against a local lab accused of conducting thousands of rapid tests.
State health department lodged an FIR at Nagar Kotwali police station."
RT @Ashusinghr46: #COVID19 in 2020 was just the trailer.... This is the real threat we are facing right now and yet we are totally careless…
"#DHToons |

Read: https://t.co/D1n3EEEytw

#KumbhMela #Covid19India #Uttarakhand https://t.co/Sr6iZybPfA"
RT @viveksinghk: @BJP4India knows how to ruin your image and next government prospects. #Uttarakhand is a classical example. Selection of a…
